result_id,full_name,last_name,incumbent,party,race_id,office_title,district,county_id,location,multiple_seats,vote_count,vote_percent,precincts_reporting,precincts_total,precincts_percent_reporting,winner,electoral_votes
AP-0-polid-167861-state-2,Peter Sonski,Sonski,False,ASP,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-61513-state-2,Randall Terry,Terry,False,CST,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-64984-state-2,Kamala Harris,Harris,False,DFL,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-69459-state-2,Chase Oliver,Oliver,False,Lib,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-71841-state-2,Robert Kennedy,Kennedy,False,PEC,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-71845-state-2,Cornel West,West,False,Aur,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-8639-state-2,Donald Trump,Trump,False,R,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-895-state-2,Jill Stein,Stein,False,PEC,AP-0,President,,,AK,,0,0.0,0,403,0.0,False,0
AP-0-polid-64984-state-1,Kamala Harris,Harris,False,DFL,AP-0,President,,,AL,,0,0.0,0,2028,0.0,False,0
AP-0-polid-69459-state-1,Chase Oliver,Oliver,False,Ind,AP-0,President,,,AL,,0,0.0,0,2028,0.0,False,0
AP-0-polid-71841-state-1,Robert Kennedy,Kennedy,False,Ind,AP-0,President,,,AL,,0,0.0,0,2028,0.0,False,0
AP-0-polid-8639-state-1,Donald Trump,Trump,False,R,AP-0,President,,,AL,,0,0.0,0,2028,0.0,False,0
AP-0-polid-895-state-1,Jill Stein,Stein,False,Ind,AP-0,President,,,AL,,0,0.0,0,2028,0.0,False,0
AP-0-polid-167861-state-4,Peter Sonski,Sonski,False,ASP,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-64984-state-4,Kamala Harris,Harris,False,DFL,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-69459-state-4,Chase Oliver,Oliver,False,Lib,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-71841-state-4,Robert Kennedy,Kennedy,False,Ind,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-8639-state-4,Donald Trump,Trump,False,R,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-895-state-4,Jill Stein,Stein,False,Grn,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-168059-state-4,Michael Wood,Wood,False,Pro,AP-0,President,,,AR,,0,0.0,0,2790,0.0,False,0
AP-0-polid-64984-state-3,Kamala Harris,Harris,False,DFL,AP-0,President,,,AZ,,0,0.0,0,1735,0.0,False,0
